f0,f1,f2,f3,f4,target
0.7749473343546578,0.5286817842351272,0.3797079769737739,0.5153712999880979,0.5289697481754695,1
0.45567331425457935,0.5655718637052006,0.4353140647775362,0.5554329744013075,0.6768724406909563,1
0.6307075106183648,0.4888057638091527,0.584041793685326,0.5126862344709741,0.3867800859630829,1
0.5480704385647865,0.38041637241941084,0.5754815277302082,0.3463992101461755,0.4151489523437859,0
0.5746601552106556,0.591808621422093,0.640779719157697,0.5946019077575564,0.49568351368701,1
0.4888021507492044,0.5471831158734508,0.40452967325252276,0.5708102718216875,0.39009589893512825,1
0.5040704107278822,0.4341495813598613,0.5920116540829261,0.36436090919992925,0.6117184224756398,0
0.5717414729622301,0.42272957052618665,0.4366406022652636,0.4151580984656691,0.43929971336924334,0
0.576452302050488,0.6013588419706289,0.5062109914202472,0.39032130648991376,0.46560226281450345,1
0.569125955148083,0.607675071693444,0.47827134746431366,0.5838007460533448,0.5538709512751457,1
0.31665592518826746,0.47978697867331954,0.49430899076893453,0.7521218691294396,0.5965144121766941,0
0.572699326912174,0.4072348079858266,0.40977893187718284,0.4233099224694469,0.416642252287191,0
0.44127416027028865,0.5875345769218225,0.7738319124046293,0.2970715409634128,0.5709302216299078,1
0.4218598347365276,0.6368347489572066,0.29832609655834974,0.5484680179361205,0.7206076307017654,1
0.4342222375110564,0.489826903519798,0.6621119766236808,0.5022665169338777,0.5173993531476603,0
0.31457338872370344,0.665091566033365,0.5888732561855251,0.5366383696930819,0.5656963359893832,0
0.5120969372909154,0.47474265269798527,0.4889389283263275,0.40206825681375524,0.5885954907834908,0
0.51080626006719,0.37863417150841566,0.431907589789839,0.5275345457951538,0.45236067071007563,0
0.588709941693373,0.47252001674103666,0.48873124524036526,0.5352737343761983,0.4525263278741183,1
0.3145552676895964,0.7380854868631469,0.46776679842963587,0.38148111538027624,0.5451015017746972,1
0.6220843650687965,0.4761550270119698,0.46397231316266,0.44756720024206287,0.36713991360424186,1
0.2614580889516315,0.4250255720212829,0.3149688355793713,0.3775090906537738,0.2990588025345661,0
0.576296036814356,0.6567416000306057,0.3257438563955668,0.49987964246409167,0.5283197536829362,1
0.35618043021384177,0.1854554665318231,0.5068736217657014,0.4487877691386675,0.43666953764514094,0
0.48944691191307976,0.5193633119373834,0.44213399350952637,0.4176203938939792,0.48505554562890263,1
0.6273703958742001,0.3684541620597971,0.6547455670063828,0.4493821407412435,0.7124892347871268,0
0.4646276854181705,0.5339359105206732,0.4502151770613378,0.4765490978732766,0.6183295166388324,0
0.5490596568489547,0.5266257417555983,0.505328583058383,0.5896813630166047,0.4306194159278659,1
0.6983591820745679,0.5066763609613438,0.37429780988429195,0.5541031978360533,0.524716760719102,1
0.41795282706888137,0.49838417815343733,0.4770753684991588,0.431941976176112,0.5757002905584232,0
0.4673463548297351,0.7428584749936389,0.48227929578564815,0.360453014797113,0.5133513037238633,1
0.5394231320506893,0.5695097015886008,0.4751147264746526,0.37491361962569614,0.5272936699532811,1
0.39966003763145463,0.5377664952413519,0.4630635417487937,0.5616892523901762,0.6514138827052084,0
0.5456905349109472,0.6557749854111634,0.6989702782212324,0.564514709245989,0.39804785641803747,1
0.39608563697853616,0.42717733875167363,0.6092910355667475,0.4300081579556957,0.4177207054029145,0
0.36989298456315134,0.3716358855590465,0.6723639275458053,0.514956657339046,0.510451953266362,0
0.524285376188904,0.6075410467331183,0.41780493821117604,0.3690365845334197,0.5573274819685375,1
0.5958339381444446,0.5358251850384239,0.40571968310227235,0.5113538471789814,0.6013486507678673,1
0.4664854717000147,0.49456288325620834,0.6766778637374677,0.2754095757264314,0.5697763627167763,0
0.24087640079497652,0.5418846843683965,0.5049278532437217,0.6820170911669763,0.5598561942026932,0
0.4499967845834794,0.4406088010489549,0.5980170299137824,0.40091981066663046,0.54719960196732,0
0.5071293283820586,0.5122600590595726,0.5701990539716943,0.5962823689593725,0.5312358724890883,1
0.4605933265250434,0.6840652737737352,0.3313462406075436,0.5249056646068934,0.5930536481148886,1
0.32721456257062553,0.4125856186484101,0.49769686314647354,0.4226705525819031,0.5761916287949527,0
0.3463831458426865,0.6779469004206057,0.3594087483408529,0.4899428549119105,0.3382631472195764,1
0.6077600610052479,0.5114673732674228,0.3862524357119328,0.3381956103340784,0.7866798277335905,1
0.31402293303597617,0.5659412953727735,0.35583638163161235,0.42110909341971314,0.43569174601384075,0
0.635191628316641,0.6576990047257751,0.39561485524741075,0.5444430917205789,0.48516135806928495,1
0.3230875057436352,0.553739088789265,0.4940231564635402,0.4246511989699818,0.43715299600224866,0
0.6695714285876463,0.4222062187261488,0.5044648824673258,0.47608806777362644,0.5120459252859775,1
0.6044900918656898,0.6692028203364538,0.40920142065261605,0.6380909215045143,0.6352485504513528,1
0.5338854922538832,0.5970305587726465,0.5738370228358343,0.5023601113138602,0.588673469886755,1
0.21175089491579874,0.5362848487866543,0.4365756228495382,0.4230788347974002,0.5402239424082647,0
0.5631871106245602,0.40146518821999205,0.5812721744914848,0.5477060341509516,0.44040744359733847,0
0.7743299497575217,0.5725564572527857,0.6164243187938819,0.46204353192717484,0.5452013139826639,1
0.5315441194296123,0.5005710591418921,0.6286121001588599,0.5451713581152675,0.556218809257444,1
0.31599156624742,0.45633756063194897,0.6268688883883267,0.3318703445662615,0.7355446502096273,0
0.5389056967139562,0.5208686979216248,0.42194228937884953,0.43248540758296383,0.6022113451000681,1
0.5570460260486432,0.5669918291404185,0.6351518919428434,0.6916387504094067,0.5145506242007958,1
0.580966069697209,0.5060357897331859,0.534743209787284,0.45263375602068584,0.5781802661521931,1
0.6046901320169717,0.5585093179202928,0.600379126493309,0.2883194094147644,0.5564265579488609,1
0.5358593900573885,0.44841524296170177,0.558758431524233,0.576059721911287,0.3337121389734343,0
0.414006756400356,0.4271029697585046,0.5585620565861925,0.63443224150897,0.46080782281552585,0
0.35473018623978503,0.5024809114248131,0.3315248170734382,0.3466905570734204,0.7336286509379366,0
0.4074836584803728,0.6423505989432454,0.5265420343027135,0.47341471009703123,0.46793005432441837,1
0.4461184122195215,0.41553502851690816,0.40489517601524444,0.5705973456000959,0.4783660283995058,0
0.5404304544215961,0.45006948070977976,0.34939366442174963,0.45649020002761725,0.5409408003615069,0
0.40638555949311683,0.5829992417387047,0.4194792952962969,0.49437910269675184,0.5498781963655401,0
0.4115538642996284,0.4593377814488222,0.4536482650667859,0.5024330738757438,0.47379470607966695,0
0.533980587784464,0.46271265503108955,0.4454052582200296,0.6815675997639705,0.3444529689077279,0
0.5782975399470928,0.6345837742680568,0.5852642918904407,0.5306684211660654,0.5152878171355134,1
0.46441097865235315,0.7066745320220383,0.36922630582435945,0.4809951907661095,0.42937350953785713,1
0.6053132346063084,0.7021753781778995,0.4036865668063522,0.5842528621993662,0.462273811319063,1
0.45763918722778496,0.33397679156918403,0.5067734980908157,0.4129998906018683,0.5850986847194877,0
0.5610106644819395,0.5437585691164335,0.3123743470892384,0.540861132050241,0.5043907229997504,1
0.622487113267198,0.5317843758717034,0.5606688153351432,0.259798391219187,0.6141799987523932,1
0.41640756414984825,0.597958660861758,0.5284409910283079,0.5319950129759877,0.46068772482070913,1
0.4762049252867806,0.35337192468534934,0.404994815367625,0.5592688179218193,0.48523061315705607,0
0.6668807451022176,0.5093984321525312,0.42282338761704696,0.41865223293869874,0.36534534891742143,1
0.36746180348909735,0.47390645676931215,0.36726044053721385,0.5154017659397827,0.6172665628353083,0
0.5403728283620307,0.5012706179446106,0.512994448626083,0.48210969007153737,0.41171754872655075,1
0.48839982335511856,0.5931863307289337,0.6348875877150991,0.5087123074958158,0.43185415399206833,1
0.5775517922594551,0.610292248004054,0.54393010674395,0.595782954412768,0.2949310248861303,1
0.48165348801394053,0.24778326768348036,0.40429850672231843,0.5940938189917513,0.4175890500415019,0
0.5682894641102465,0.6315746718112643,0.4007872393317741,0.5917583693405291,0.5210009527818843,1
0.6012824372665367,0.6049744984452285,0.49070135839055135,0.4147209990464969,0.6066586073059833,1
0.6180189369355362,0.4775547271861057,0.4973061550511565,0.6101440494181573,0.5750903682570144,1
0.5384192213207056,0.5142255429909088,0.561312161534793,0.587963942357833,0.46495995139078666,1
0.5597009181197015,0.46491407294859155,0.3976897506517111,0.29908446601214356,0.43308839794762805,1
0.3794046532460346,0.24641555057421083,0.4396908662461748,0.4540039787081346,0.38014088211672503,0
0.44886032495095535,0.5610836717770995,0.4414721370090805,0.606553937752279,0.5806893596354644,1
0.3517789102460159,0.386011265643672,0.41255496481858084,0.3154975686919548,0.5441187737902731,0
0.48043325406122445,0.3945596593533864,0.5196477111602548,0.5250802843165508,0.6365879428898453,0
0.39405858762054125,0.6890334341189811,0.2844448444293037,0.48250057328650003,0.46298989006473634,1
0.5128656443838044,0.5930924986262869,0.5272455083321449,0.4843863686197957,0.5997463767256488,1
0.6013776970247131,0.6457479590636208,0.5076725173028748,0.6162208952103618,0.499181003879731,1
0.642747251999554,0.7020596163026391,0.3489918240598926,0.5144960182006313,0.5046497404162442,1
0.40421272314220646,0.5451892760603548,0.5181842695681316,0.5701363212087753,0.4205580405622472,0
0.5377879292138403,0.3319703384634275,0.4859830416744384,0.6490374223544989,0.5971550281970587,0
0.5244991718362388,0.4732049100152999,0.4716549583138111,0.4899783612206181,0.34819301832017224,0
0.4696796015935004,0.4162934186163098,0.5820834102845655,0.41838224578145544,0.5130873940122422,0
0.44642481391444583,0.36620123525027604,0.6697151022754602,0.5852001076426824,0.34994878848937244,0
0.7297676153483155,0.4406310936095549,0.41108138416352713,0.5159487756611881,0.6413554026402808,1
0.2596016187112273,0.40137895250339306,0.4228647106229785,0.7239604635747015,0.5330845342028817,0
0.5348217928233233,0.3150303817082634,0.6214413697886091,0.5554730151767826,0.5550239419430167,0
0.5226676341458659,0.570290491694312,0.3642406970004608,0.32247665046365803,0.3534262029249515,1
0.5162355690415878,0.43033900130121294,0.49365137964912015,0.686561267903598,0.6971506373028232,0
0.5053452765932878,0.5721936990042277,0.5469277772066711,0.44520196957185254,0.570046075210783,1
0.4241124416270567,0.517235754232075,0.4314167086792598,0.6534793576554119,0.346976379084742,0
0.4476902647465123,0.5995760247454648,0.4434625075518682,0.468803559656863,0.49508674407073605,1
0.3597259362737506,0.3769986209259822,0.39381961704064194,0.5367622113872926,0.33767806755648555,0
0.2964931414957884,0.3915961294605932,0.4262140057653505,0.5349445838592045,0.6042230224060675,0
0.505343676808956,0.2741035100744812,0.3962194694012763,0.2686140667504284,0.24413688168217224,0
0.4508657345401428,0.4827603476978263,0.4950682941653286,0.6304370991877243,0.5803675181031002,0
0.6639271807067892,0.3922043304221174,0.5352997487565501,0.42368138426558855,0.6130420921652371,1
0.5177584299491539,0.4369821145188996,0.5692374199025557,0.35833438192507544,0.47607552136663844,0
0.5542409867426252,0.2800571186299262,0.32845138293983855,0.4877082754572508,0.4322259495030363,0
0.6323644174342251,0.4476687130059255,0.62628009708083,0.38379732699465885,0.4111149556920908,1
0.5626227045892994,0.5633012248756155,0.39864236400672015,0.41802311558673433,0.5371922785102256,1
0.5390899506992094,0.5932754403622092,0.33323395275471934,0.4819568584502081,0.4808628597532653,1
0.58938193694767,0.6432635829582309,0.4638915543326208,0.41639136959804973,0.38425165032431285,1
0.3606687654778796,0.38638022411507605,0.7152991982877808,0.36720761132267055,0.5011738077260824,0
0.3247033599953795,0.4813030925839498,0.4365088992035831,0.46873397120350185,0.4629813496336416,0
0.2629633983328097,0.5436424168543276,0.5035760190005483,0.5272864249161773,0.4462663443361479,0
0.26099160747943884,0.4579275717069638,0.6624137176222961,0.4366412496546709,0.5109015753054318,0
0.5218704583644541,0.5951422836393928,0.5322002821874304,0.6438845295455485,0.40360332644269725,1
0.5476466695037722,0.5614529567429561,0.4546405113678098,0.6703607834035538,0.5484610574899066,1
0.5367277537798726,0.5339045801560391,0.4860978903194912,0.6411418988097328,0.48652164553392546,1
0.5358240748246753,0.5979394110625502,0.25610588079748775,0.4068655030391255,0.3231391920216396,1
0.40135917425465084,0.5083919291015366,0.585461435247676,0.5086828590245751,0.4307514282816675,0
0.4746548878942588,0.4789453803649847,0.4377249975713314,0.5210516566785024,0.3715942776730584,0
0.3349484932252892,0.5130014409588655,0.6035658687272956,0.6169626853016654,0.553523979246665,0
0.5281712769499992,0.3985743079660735,0.37018182744841976,0.45057025213772495,0.6282937676825455,0
0.6196347877361414,0.5285424407815286,0.5206387836618337,0.589274882381464,0.5001353236466693,1
0.3604032629543188,0.39785708679946313,0.7562134034663488,0.5634804417575121,0.44125841136877136,0
0.6363978293457863,0.4416228016371281,0.4738388135843663,0.5045686710668363,0.46020929096515933,1
0.5592698685902519,0.6978139725191452,0.35617951452797486,0.6227586191251913,0.558057691557261,1
0.40708459390895,0.6187207914265827,0.5500647030253198,0.48431665776651994,0.37221583824742704,1
0.32157560889427916,0.4324413834911466,0.7095326789322389,0.5015981862768509,0.5205756149871822,0
0.47780369946235224,0.6592506193292725,0.6701235055712155,0.5716842001567459,0.49979251472937736,1
0.4992028287003929,0.5000033408567395,0.5158316926043173,0.4218630214319176,0.5402634746596464,0
0.4080466629801135,0.3730973106789691,0.5710509059747385,0.5574625305364537,0.4392593206435342,0
0.6091277228348871,0.49194278665265195,0.3715248921627942,0.4937170347530565,0.5510743159382945,1
0.4493308000478323,0.440498971073247,0.517581286671893,0.5995900310763778,0.45245491389480386,0
0.6488774570466093,0.4480466266441038,0.5261089636696549,0.4424640693212994,0.24358740927119937,1
0.6497585095933258,0.44520250146361895,0.49764162940930884,0.32939691699946505,0.5297736216215664,1
0.5219540387705078,0.5776756965580534,0.527447171959497,0.4017209411101341,0.6743623862175275,1
0.5570184871835769,0.6374889434355455,0.5157317003613598,0.5462411513242178,0.5083979243776595,1
0.5798186647156731,0.26363034062689666,0.4624377703122923,0.5430784229285199,0.5849408359017683,0
0.3979069575442668,0.5494305147579713,0.4643731255867843,0.5089866988188003,0.5461773439681809,0
0.5477007478164371,0.5859052291762777,0.36531486047122963,0.3254157778266538,0.45272784066419147,1
0.6309940752333786,0.26986825732670167,0.4776641068580998,0.47371092141045645,0.5306272050351544,0
0.29949053267700365,0.3479837766074485,0.5154096186627322,0.4165395054651199,0.5103942106867174,0
0.5621640356244247,0.4558523662700529,0.4325600843676555,0.5581409098002723,0.44663169576180134,1
0.5587698895412411,0.5074627826311681,0.45388763672987553,0.6130733685187156,0.590051998190425,1
0.5854088587730398,0.4052281367019146,0.6331139714523468,0.5202883912790137,0.42872670474879226,0
0.38531700570756766,0.6337713980888773,0.5947194386934544,0.36823483632943954,0.5327110203527,1
0.5632097217786398,0.6419093927715203,0.5213725469437015,0.49560123960776853,0.5385850368963512,1
0.5596745226291588,0.38884680649628267,0.6346138130755306,0.4409060526903137,0.46606374721436544,0
0.4932528351105076,0.4179719165608343,0.49272999170947435,0.5685704284581901,0.6468370981184868,0
0.484606325817057,0.5108292249340917,0.508141923236145,0.3968898343502502,0.27165498585066894,0
0.6491932625733887,0.5342064844806325,0.5574718361788691,0.5024534590591306,0.4632348447249973,1
0.41224575860617607,0.632071430474276,0.47486946180751044,0.271727933265155,0.8450628241495456,1
0.5453809987044934,0.4576237311315011,0.5653517300743464,0.6529727806445388,0.5349996484603035,1
0.5033898930277597,0.5439806381073122,0.7048728509691524,0.6212350500042313,0.5089475237418003,1
0.5368531831886738,0.6158252742265414,0.6420401167974035,0.56909287536185,0.5669527294037215,1
0.40464460515435846,0.48414025195834404,0.5119460021966876,0.2592557273822792,0.4489511220033966,0
0.3788141012475836,0.4698692443898573,0.5384683820279772,0.6090355013121103,0.5581075352710435,0
0.43546919983330734,0.4617508938056275,0.5050950316839721,0.4819628924504098,0.3541534970536526,0
0.45235903503468616,0.5475004907483759,0.4972377499471546,0.5430911064898242,0.5818270075743505,0
0.37030500129745436,0.634309619429976,0.5535880727874145,0.6386952738896967,0.819975377898889,1
0.4432431343589795,0.4415876981125493,0.4714601713781925,0.6705047399442672,0.37103272941686416,0
0.7270980730434506,0.4127637873601511,0.4574910747995021,0.49834730117401677,0.524794797478557,1
0.6363821371605645,0.460698427903697,0.45949867386301796,0.43302358484666015,0.4843187456243628,1
0.49485490926869413,0.4531119750010903,0.5036706632109685,0.4344917704498755,0.5191238927891975,0
0.6196195191333551,0.43702106020554776,0.48542020347903525,0.5748809569594078,0.7335474501412098,1
